# The physical locations of oNCOs found in the probands of this study are supplied in
# this file along with information about the number of MPPs within the oNCO, family
# size and whether oNCO is unambiguously assigned to owner. Ambiguously assigned
# oNCOs are not used for analysis of allele selection bias and DNMs colocation.
# The data columns are as follows: 
# Chr (chromosome),
# Begin (GRCh38 position of earliest converted variant in oNCO),
# End (GRCh38 position of last converted variant in oNCO),
# pid (proband ID),
# ptype (transmitting parent, P: paternal, M: maternal),
# event_id (unique ID for oNCO)
# MPPs (number of MPPs within oNCO),
# gcMPPs (number of gene-converted MPPs within oNCO),
# sibs (number of siblings with same parents),
# AO (ambiguous owner of oNCO - only in 2-children families),
Chr	Begin	End	pid	ptype	event_id	MPPs	gcMPPs	sibs	AO
chr2	47720913	47791517	P0BB47	M	X01D73	33	17	2	0
chr2	47798555	47798555	P0AAE5	M	X01C7A	1	1	2	0
chr2	47867198	47876366	P0C243	M	X02AB2	3	3	11	0
chr2	47908378	47909894	P06B91	M	X02DAB	3	3	3	0
chr2	47939685	47939685	P01BE5	M	X01092	1	1	3	0
chr2	47940796	47940796	P0B948	P	Y0003F	1	1	3	0
chr2	48009548	48032845	P0F12B	M	X00A75	20	20	4	0
chr2	48057974	48057974	P09D33	M	X03936	1	1	2	0
chr2	48111562	48111562	P07D61	M	X00372	1	1	3	0
chr2	48129314	48175658	P08BAE	M	X019F5	19	19	2	0
chr2	48140557	48140557	P00759	M	X01D30	1	1	2	0
chr2	48166780	48220890	P08706	M	X001AE	31	14	2	0
chr2	48196759	48196759	P02498	M	X004E5	1	1	4	0
chr2	48270890	48278262	P09084	P	Y00C59	3	3	5	0
chr2	48322516	48328153	P02921	M	X0172A	2	2	2	0
chr2	48346756	48346756	P002FD	P	Y01DC8	1	1	2	0
chr2	48388840	48389428	P091CD	M	X01018	2	2	3	0
chr2	48393803	48393886	P0B2D4	M	X01902	2	2	2	0
chr2	48551925	48551925	P0BE49	M	X01787	1	1	2	0
chr2	48698607	48710437	P06B48	M	X02235	14	13	3	0
chr2	48698993	48698993	P0023A	P	Y01F6C	1	1	2	0
chr2	48726070	48726070	P010BE	P	Y0041E	1	1	2	0
chr2	48726210	48726210	P06266	M	X00111	1	1	3	0
chr2	48726210	48726210	P046AF	P	Y0066A	1	1	5	0
chr2	48784135	48784135	P0E110	M	X02600	1	1	4	0
chr2	48784225	48784225	P0820E	M	X001AF	1	1	2	0
chr2	48784296	48784296	P03A28	P	Y0057A	1	1	2	0
chr2	48958278	48958278	P07109	M	X0079F	1	1	4	0
chr2	49014593	49014593	P01EE9	P	Y006F7	1	1	2	0
chr2	49264173	49264316	P05310	M	X02130	2	2	3	0
chr2	49340142	49340142	P0CC36	M	X02249	1	1	2	0
chr2	49428276	49428276	P07C08	M	X00C9E	1	1	2	0
chr2	49698857	49698857	P03866	M	X03000	1	1	3	0
chr2	49719405	49772632	P0D763	M	X035E5	12	10	3	0
chr2	49792277	49803356	P0B8A7	M	X00D77	2	2	2	0
chr2	50028451	50028451	P0915C	M	X01276	1	1	2	0
chr2	50200563	50200563	P071A9	M	X03C1A	1	1	2	0
chr2	50245510	50245658	P053BF	M	X03953	2	2	2	0
chr2	50283730	50295921	P0524F	M	X001E4	24	7	5	0
chr2	50385483	50456258	P00C47	M	X0267A	86	9	5	0
chr2	50417311	50417311	P08DD5	M	X02507	1	1	4	0
chr2	50462895	50491198	P02AAB	M	X003B2	51	49	2	0
chr2	50535653	50727707	P053C7	M	X00312	171	87	2	0
chr2	50590457	50590460	P04F05	P	Y007EE	2	2	2	0
chr2	50590457	50590460	P09DCD	P	Y024D0	2	2	6	0
chr2	50590457	50590460	P0DD59	P	Y01A98	2	2	2	0
chr2	50767098	50779255	P02440	M	X00107	7	4	2	0
chr2	50951795	50951795	P012E2	M	X01093	1	1	3	0
chr2	51264625	51275934	P0E941	M	X0246E	6	5	5	0
chr2	51324491	51324491	P085CA	P	Y0274F	1	1	2	0
chr2	51422660	51422660	P0ED15	P	Y00B56	1	1	2	0
chr2	51564242	51573348	P0E618	M	X004BD	17	14	4	0
chr2	51572479	51572479	P087F8	P	Y02EB9	1	1	2	0
chr2	51575573	51694399	P05FA5	M	X030A4	43	25	3	0
chr2	51806766	51806810	P01241	M	X01771	2	2	3	0
chr2	51949074	52085252	P077BC	M	X03ACA	72	32	2	0
chr2	52200678	52200678	P022B0	M	X014CF	1	1	3	0
chr2	52265372	52265372	P0550D	M	X00BB0	1	1	2	0
chr2	52265372	52265372	P08DF9	P	Y00B39	1	1	7	0
chr2	52292289	52292289	P0A1E4	P	Y01168	1	1	2	0
chr2	52559204	52672131	P09BF8	M	X01D7E	51	27	2	0
chr2	52691404	52691404	P04807	M	X020D1	1	1	2	0
chr2	52745615	52746557	P04E83	M	X01A80	2	2	4	0
chr2	52858567	52858567	P04FCD	M	X03065	1	1	2	0
chr2	52905950	52950903	P09BF8	M	X01D7F	5	4	2	0
chr2	52941869	52945051	P024F1	M	X02257	2	2	2	0
chr2	52960946	52966195	P085CA	M	X015CA	6	4	2	0
chr2	52970050	52970050	P03D66	M	X035FA	1	1	2	0
chr2	53108600	53108600	P064C4	M	X03B99	1	1	5	0
chr2	53117192	53117192	P09BF8	M	X01D80	1	1	2	0
chr2	53137979	53143649	P0A13A	M	X0343D	2	2	2	0
chr2	53276104	53276104	P0730C	M	X01822	1	1	2	0
chr2	53280772	53280772	P0E520	P	Y00A9D	1	1	3	0
chr2	53340334	53366719	P0A79C	M	X01C67	16	13	3	0
chr2	53409011	53423518	P04D9F	M	X030E8	12	12	2	0
chr2	53409011	53409186	P0BEEA	M	X015D3	3	3	2	0
chr2	53701129	53726986	P0AA0F	M	X02D4F	11	11	2	0
chr2	53809736	53809736	P0BAC7	M	X02024	1	1	6	0
chr2	54015448	54020137	P00B57	M	X0024A	2	2	2	0
chr2	54071275	54083599	P0EB6C	M	X00164	13	13	10	0
chr2	54388944	54388944	P01721	M	X013D6	1	1	2	0
chr2	54731623	54731623	P0CE93	M	X00EEC	1	1	3	0
chr2	54835199	54867684	P06765	M	X0144B	26	18	3	0
chr2	54842814	54842814	P01546	M	X027B8	1	1	2	0
chr2	54843371	54843371	P09309	P	Y02A42	1	1	2	0
chr2	54885008	54885008	P085F1	M	X037B3	1	1	2	0
chr2	54934314	54934314	P0140D	M	X02C79	1	1	2	0
chr2	55089802	55089802	P08611	M	X037CB	1	1	2	0
chr2	55091820	55091820	P02C05	M	X03A69	1	1	2	0
chr2	55091833	55091833	P05DF6	P	Y00243	1	1	2	0
chr2	55091833	55091833	P0CA61	P	Y02A5B	1	1	2	0
chr2	55216562	55253137	P0EC08	M	X023C3	5	5	3	0
chr2	55820474	55840432	P079DA	M	X02E4D	2	2	2	0
chr2	55925450	55957363	P046B8	M	X010D8	11	10	4	0
chr2	56038899	56038899	P0D555	M	X03292	1	1	3	0
chr2	56103536	56103536	P0B64F	P	Y02ECB	1	1	3	0
chr2	56326730	56326730	P04639	M	X039B4	1	1	5	0
chr2	56452477	56458427	P09C15	M	X00C33	6	3	2	0
chr2	56703733	56704195	P0244D	M	X012C0	2	2	3	0
chr2	57531720	57531720	P05E37	P	Y00F4E	1	1	2	0
chr2	57531720	57531720	P07D56	P	Y01916	1	1	3	0
chr2	57548802	57548802	P0EA44	M	X0399F	1	1	6	0
chr2	57636549	57636670	P095DC	P	Y02C8E	2	2	4	0
chr2	57898567	57898567	P059BB	M	X02152	1	1	3	0
chr2	58062916	58089679	P0453B	M	X03151	10	9	6	0
chr2	58079902	58079902	P050F3	M	X01C7B	1	1	2	0
chr2	58190682	58227974	P00DC8	M	X02450	12	5	2	0
chr2	58401169	58401169	P06519	M	X02A58	1	1	2	0
chr2	58894614	58894614	P03A69	M	X024EB	1	1	2	0
chr2	58913731	58929602	P014B7	M	X01447	13	13	2	0
chr2	58917658	58919288	P0A6CF	M	X0107F	2	2	2	0
chr2	59015495	59039036	P0B062	M	X02498	2	2	2	0
chr2	59022821	59036974	P01087	M	X01406	8	8	2	0
chr2	59033172	59033269	P0CFAB	M	X00D1B	2	2	3	0
chr2	59033269	59033269	P035B7	M	X0189C	1	1	2	0
chr2	59033269	59033269	P06066	M	X002BF	1	1	2	0
chr2	59033433	59033433	P079C8	M	X02B58	1	1	4	0
chr2	59195621	59195621	P031FD	M	X010ED	1	1	2	0
chr2	59308299	59308299	P034F7	M	X027E6	1	1	3	0
chr2	59359834	59359834	P0CAD9	P	Y0076F	1	1	2	0
chr2	59543218	59595663	P00BFD	M	X0396A	35	20	3	0
chr2	59544444	59554191	P0F40A	M	X020E3	9	9	2	0
chr2	59829489	59829489	P0D7FB	M	X0240E	1	1	5	0
chr2	60064069	60064069	P0D054	P	Y00C90	1	1	2	0
chr2	60222186	60222186	P059AF	P	Y01651	1	1	2	0
chr2	60299555	60299555	P0901D	M	X0320C	1	1	3	0
chr2	60375757	60375757	P0EC72	P	Y017E7	1	1	3	0
chr2	60658602	60658751	P03AC9	M	X029E5	2	2	2	0
chr2	60687594	60687594	P0E88C	P	Y00D70	1	1	2	0
chr2	60804273	60804273	P0CBFB	P	Y02BED	1	1	6	0
chr2	61226875	61242601	P0C593	M	X01742	10	10	2	0
chr2	61398205	61428341	P0EF81	M	X00ACE	3	3	2	0
chr2	61408228	61408228	P0B38A	M	X01078	1	1	2	0
chr2	61736095	61736095	P05929	M	X00615	1	1	3	0
chr2	61751676	61751676	P0E40F	M	X036F5	1	1	2	0
chr2	61816821	61816821	P02C28	M	X038D7	1	1	4	0
chr2	61942053	61949581	P02583	M	X02792	3	3	5	0
chr2	62202898	62202898	P06356	M	X00DCA	1	1	7	0
chr2	62202898	62202898	P0353E	P	Y00BD6	1	1	3	0
chr2	62202898	62202898	P0A49E	P	Y024D1	1	1	6	0
chr2	62211783	62211787	P0548A	M	X01AAA	2	2	4	0
chr2	62221720	62236215	P0CB95	M	X00662	17	17	6	0
chr2	62238556	62238556	P0D1DC	P	Y013AE	1	1	2	0
chr2	62269532	62269532	P0614D	M	X00405	1	1	2	0
chr2	62276468	62276468	P09E67	P	Y0204A	1	1	3	0
chr2	62395553	62453018	P076CF	M	X036BD	10	6	2	0
chr2	62405445	62405459	P037F6	M	X0073E	2	2	2	0
chr2	62411704	62414224	P0A44C	M	X016E6	2	2	6	0
chr2	63083094	63083094	P01809	M	X01FDF	1	1	2	0
chr2	63397941	63397941	P00BFB	P	Y00E8C	1	1	2	0
chr2	63596915	63596916	P064B0	M	X01845	2	2	2	0
chr2	63795212	63795212	P0F590	M	X0311F	1	1	3	0
chr2	63998248	63999217	P0BB47	M	X01D74	2	2	2	0
chr2	64074641	64074641	P0956F	P	Y01AFA	1	1	2	0
chr2	64279808	64279808	P0D921	P	Y005AC	1	1	2	0
chr2	64473626	64475136	P0F018	M	X0277E	3	2	3	0
chr2	64567303	64572201	P08568	M	X02C80	2	2	2	0
chr2	64827805	64827805	P02583	P	Y0023B	1	1	5	0
chr2	64870752	64870752	P0F1FF	P	Y016F8	1	1	2	0
chr2	64883486	64883486	P0D724	M	X02618	1	1	2	0
chr2	64916365	64916365	P0C1FA	M	X007E6	1	1	4	0
chr2	64976834	64976834	P053D2	P	Y03075	1	1	2	0
chr2	64976834	64976834	P09B4F	P	Y01B07	1	1	3	0
chr2	64977874	64977874	P0CE3E	P	Y0061F	1	1	2	0
chr2	64984643	64984643	P0D875	M	X01B67	1	1	2	0
chr2	65007311	65007311	P024D4	M	X010AE	1	1	2	1
chr2	65114928	65114928	P0E915	M	X0304A	1	1	2	0
chr2	65117101	65155735	P0E403	M	X02652	8	3	2	0
chr2	65172376	65181135	P041A2	M	X02358	7	5	2	0
chr2	65268436	65268439	P09927	P	Y01DF5	3	3	4	0
chr2	65488310	65511665	P05448	M	X02AD3	7	7	2	0
chr2	65499241	65499241	P006B4	P	Y00B3A	1	1	7	0
chr2	65503588	65518744	P0D17F	M	X006DC	4	4	4	0
chr2	65708023	65708023	P02EEA	P	Y0251F	1	1	4	0
chr2	65708023	65708023	P04437	P	Y03291	1	1	3	0
chr2	65712708	65716060	P00002	M	X0216C	5	5	4	0
chr2	65772489	65772489	P05C63	M	X00FFD	1	1	2	0
chr2	66153568	66175373	P02D49	M	X006BD	29	17	2	0
chr2	66497930	66497930	P00B57	M	X0024B	1	1	2	0
chr2	66500691	66500691	P0A68D	M	X00645	1	1	2	0
chr2	66564977	66564977	P07D61	P	Y01B59	1	1	3	0
chr2	66588143	66589851	P00C18	M	X0200F	4	4	3	0
chr2	66729688	66729688	P05DA2	M	X01DD2	1	1	2	0
chr2	66765949	66765949	P0B783	P	Y02BD1	1	1	5	0
chr2	66906690	67009704	P0E102	M	X00CC4	20	11	3	0
chr2	66998740	66998740	P0EC72	P	Y017E8	1	1	3	0
chr2	67075037	67075037	P0F55F	M	X0310A	1	1	2	0
chr2	67182622	67182636	P07708	P	Y011CD	2	2	2	0
chr2	67184157	67196194	P0036D	M	X00D43	8	2	3	0
chr2	67228809	67228809	P03D40	P	Y00E6E	1	1	4	0
chr2	67289585	67289585	P0EB6C	P	Y01DDB	1	1	10	0
chr2	67352835	67353388	P03EF3	M	X021DB	2	2	2	0
chr2	67396249	67396249	P013CD	P	Y00D4B	1	1	2	0
chr2	67603147	67603147	P0BF66	M	X032C6	1	1	2	0
chr2	67693798	67693798	P0110A	P	Y01F89	1	1	8	0
chr2	67804679	67804679	P0E5D2	M	X011C8	1	1	3	0
chr2	67846023	67846023	P0C792	P	Y019B4	1	1	4	0
chr2	67894111	67894111	P05C90	M	X00A10	1	1	2	0
chr2	67923432	67923432	P020A5	M	X01522	1	1	2	0
chr2	68651721	68651721	P03A02	M	X030BC	1	1	3	0
chr2	68825391	68825391	P01E48	M	X03CEF	1	1	2	0
chr2	68845425	68845425	P0A08A	P	Y02718	1	1	2	0
chr2	68911894	68911894	P0555F	P	Y03201	1	1	2	0
chr2	68966001	69111944	P00941	M	X01AAB	14	9	4	0
chr2	69047166	69047166	P05006	M	X02941	1	1	2	0
chr2	69116652	69116652	P02497	M	X031CA	1	1	2	0
chr2	69297461	69297461	P09D77	M	X01B77	1	1	2	0
chr2	69540115	69540115	P0D370	M	X01A3C	1	1	2	0
chr2	69938834	69938834	P0D15E	P	Y01A87	1	1	2	0
chr2	70352790	70353029	P05189	P	Y00350	3	3	2	0
chr2	70380236	70380236	P0B442	P	Y01928	1	1	2	0
chr2	70509761	70509761	P0134D	P	Y000FA	1	1	4	0
chr2	70559753	70559753	P00E48	P	Y00E79	1	1	3	0
chr2	70596155	70656473	P058A3	M	X01150	21	21	3	0
chr2	70717230	70718119	P0C85D	M	X03395	3	3	3	0
chr2	70769848	70769848	P02838	M	X00DEE	1	1	2	0
chr2	70975419	70975419	P00B77	M	X016FF	1	1	3	0
chr2	70975503	70975503	P0F114	P	Y02FA6	1	1	4	0
chr2	70975874	70975874	P09DC3	P	Y03245	1	1	4	0
chr2	71157223	71157223	P07520	M	X01A45	1	1	3	0
chr2	71162537	71162537	P0E198	M	X03015	1	1	2	0
chr2	71392981	71393688	P09775	M	X000BA	2	2	8	0
chr2	71588636	71588636	P0E6DC	M	X015F0	1	1	2	0
chr2	71668027	71668131	P049BE	M	X02630	3	3	3	0
chr2	71672591	71672591	P0C5D8	M	X00E8A	1	1	2	0
chr2	71750067	71750424	P092A4	M	X029BF	3	3	6	0
chr2	71790020	71790020	P016FB	M	X00381	1	1	2	0
chr2	71799218	71799218	P0A143	M	X01772	1	1	3	0
chr2	71898997	71898997	P03D44	M	X00E8B	1	1	2	0
chr2	71965528	71965528	P01B4B	P	Y000DC	1	1	2	0
chr2	72042590	72042590	P029E0	P	Y00E5E	1	1	6	0
chr2	72058712	72058712	P04A38	M	X02AF7	1	1	6	0
chr2	72129066	72129066	P08309	M	X00445	1	1	4	0
chr2	72136019	72136019	P034C9	P	Y026EC	1	1	2	0
chr2	72136078	72136078	P03FCD	P	Y01C7E	1	1	2	0
chr2	72164712	72164712	P098AD	M	X02E6F	1	1	4	0
chr2	72485560	72485560	P0AA63	M	X00509	1	1	2	0
chr2	72707055	72712563	P076D2	M	X03D10	5	5	3	0
chr2	72967470	72967470	P062B4	M	X02B91	1	1	3	0
chr2	72967470	72967470	P0AC79	P	Y02035	1	1	4	0
chr2	73265092	73265094	P063CC	P	Y00EC4	2	2	2	0
chr2	73524700	73524700	P06566	M	X02AA3	1	1	6	0
chr2	73915388	73915388	P0448A	P	Y00ABB	1	1	3	0
chr2	73923699	73923699	P099C4	P	Y02544	1	1	2	0
chr2	74136217	74136217	P0E8D2	M	X037D8	1	1	4	0
chr2	74539468	74539468	P09EFC	P	Y012D8	1	1	2	1
chr2	74912778	74912778	P09365	M	X0209D	1	1	2	0
chr2	74919394	74919394	P064B3	P	Y003AC	1	1	2	0
chr2	75019203	75019203	P04CCB	M	X009B7	1	1	5	0
chr2	75094508	75094508	P0D2B7	M	X02236	1	1	3	0
chr2	75183931	75183931	P01887	M	X02A06	1	1	2	0
chr2	75533670	75545878	P08BF7	P	Y02FF7	2	2	4	0
chr2	75719156	75719156	P0469E	M	X0280E	1	1	2	0
chr2	75875128	75875128	P0067E	P	Y017C4	1	1	5	0
chr2	75937704	75955789	P042BC	M	X03C50	2	2	5	0
chr2	76011397	76011565	P00AD2	P	Y0321B	2	2	3	0
chr2	76011565	76011565	P04C3F	P	Y020B0	1	1	2	0
chr2	76011565	76011565	P0BA39	P	Y01A5A	1	1	5	0
chr2	76240556	76240556	P0A4F8	M	X01CAA	1	1	2	0
chr2	76397987	76511907	P00A75	M	X00FA2	82	41	4	0
chr2	76419497	76419497	P088AC	M	X03B08	1	1	2	0
chr2	76423058	76436534	P030D3	M	X00F0C	8	7	3	0
chr2	76500772	76506936	P00CC5	M	X00D98	2	2	2	0
chr2	76564958	76564958	P027CD	P	Y026B5	1	1	5	0
chr2	76641879	76644360	P09159	M	X00B19	2	2	3	0
chr2	76664170	76664170	P00A7F	P	Y01389	1	1	4	0
chr2	76669116	76669116	P0B004	M	X0111F	1	1	4	0
chr2	76764214	76764214	P0CEC7	M	X00453	1	1	2	0
chr2	76793825	76795747	P06A9B	M	X017BF	2	2	3	0
chr2	76942862	76943524	P0B7E8	M	X02A97	3	3	2	0
chr2	77110302	77110668	P0680E	M	X00969	3	3	3	0
chr2	77331722	77331722	P04EF2	M	X02335	1	1	3	0
chr2	77347103	77347103	P07F51	P	Y02C7E	1	1	8	0
chr2	77712673	77712673	P0F2D7	P	Y008ED	1	1	3	0
chr2	78199457	78199702	P058D4	M	X011AD	4	4	3	0
chr2	78288195	78288195	P0A968	M	X03C1E	1	1	2	0
chr2	78545660	78545660	P05051	P	Y025A2	1	1	2	0
chr2	78556311	78556311	P0BBCC	M	X02F23	1	1	3	0
chr2	78781029	78781029	P0BC5D	M	X0079B	1	1	2	0
chr2	78894631	78894631	P063EB	M	X020F0	1	1	2	0
chr2	78911320	78911320	P0234A	P	Y01146	1	1	3	0
chr2	79050666	79050666	P067DD	P	Y00804	1	1	2	0
chr2	79050666	79050666	P08215	P	Y02B0C	1	1	4	0
chr2	79202344	79202344	P06A2F	M	X01060	1	1	3	0
chr2	79281993	79281993	P07814	M	X03611	1	1	2	0
chr2	79736448	79808017	P073AF	P	Y02F38	34	2	2	0
chr2	79758479	79804649	P0A57B	M	X0180A	4	2	2	0
chr2	79948474	79948474	P07116	M	X010F7	1	1	3	0
chr2	79970093	79970093	P0E926	P	Y00BA0	1	1	4	0
chr2	79997797	79997797	P04187	P	Y00123	1	1	3	0
chr2	80031434	80031434	P02F0E	P	Y01028	1	1	3	0
chr2	80031434	80031434	P0634F	P	Y027D9	1	1	2	0
chr2	80031434	80031434	P0A425	P	Y027C1	1	1	2	0
chr2	80071938	80071938	P00A49	P	Y03261	1	1	9	0
chr2	80225606	80235858	P0A67C	M	X02E34	9	9	3	0
chr2	80233923	80233923	P011A0	M	X028DF	1	1	2	0
chr2	80322824	80324484	P0AE36	M	X01227	3	3	5	0
chr2	80342552	80460159	P09094	M	X0226F	4	3	2	0
chr2	80524796	80524796	P06915	P	Y0182D	1	1	2	0
chr2	81365447	81365447	P0E870	P	Y01142	1	1	2	0
chr2	81365711	81365711	P0B8C6	P	Y02179	1	1	3	0
chr2	81573704	81573704	P09D56	M	X01F68	1	1	3	0
chr2	81733656	81733656	P06B0B	M	X00E96	1	1	2	0
chr2	81813255	81978969	P0490B	M	X0305C	73	46	2	0
chr2	81894158	81894158	P0C278	P	Y02F07	1	1	5	0
chr2	82392912	82392912	P00805	M	X000BB	1	1	8	0
chr2	83378930	83378930	P096D3	P	Y012BB	1	1	2	1
chr2	83378930	83378930	P0BA61	P	Y01545	1	1	6	0
chr2	83410066	83410067	P00641	P	Y02195	2	2	3	0
chr2	83662947	83665542	P02989	M	X03465	4	4	4	0
chr2	83850031	83850031	P00DDE	M	X01931	1	1	3	0
chr2	84855402	84855402	P0DD1F	P	Y00EBE	1	1	2	0
chr2	84890193	84890193	P0925A	P	Y013FB	1	1	2	0
chr2	85060154	85060154	P0BC2A	P	Y0097B	1	1	3	0
chr2	85281702	85281702	P00B37	P	Y01A10	1	1	2	0
chr2	85290627	85290646	P0716B	M	X02D7F	2	2	2	0
chr2	85290627	85290646	P09FB9	M	X01F33	2	2	2	0
chr2	85365718	85365718	P0218D	P	Y02C7F	1	1	8	0
chr2	85473055	85476870	P07ECA	M	X02793	4	4	5	0
chr2	85666618	85666618	P0D266	P	Y00E08	1	1	3	0
chr2	85666618	85666618	P0E152	P	Y01A7B	1	1	3	0
chr2	85747232	85766947	P0F1AB	M	X02FD0	12	10	2	0
chr2	85795624	85795624	P0D29A	M	X028F5	1	1	3	0
chr2	85836630	85836754	P0C7DC	M	X020C6	2	2	2	0
chr2	85918971	85918971	P0CC99	M	X001DB	1	1	3	0
chr2	86148876	86148876	P00956	P	Y014AE	1	1	2	0
chr2	86211023	86211023	P0EAE5	M	X02986	1	1	2	0
chr2	86395656	86419397	P0B133	M	X02B68	23	5	6	0
chr2	86602314	86633964	P0D64E	M	X03975	2	2	3	0
chr2	86613228	86613228	P0C822	P	Y02D9F	1	1	5	0
chr2	86632175	86632455	P05405	M	X03B7C	2	2	3	0
chr2	88438241	88438241	P0856C	M	X02571	1	1	2	0
chr2	88446137	88446137	P0CC2C	M	X00E9E	1	1	3	0
chr2	95152406	95152406	P0F64E	M	X03A41	1	1	3	0
chr2	95277515	95277515	P0048F	M	X03625	1	1	2	0
chr2	96427534	96427534	P0E8D2	M	X037D9	1	1	4	0
chr2	96484551	96484551	P090D4	M	X028EF	1	1	2	0
chr2	96487462	96487462	P06262	P	Y0171F	1	1	4	0
chr2	96841817	96899161	P05892	M	X00275	17	12	2	0
chr2	97719970	97719970	P0AF4C	P	Y00C35	1	1	2	0
chr2	97794306	97797318	P0A32B	M	X01CC1	2	2	3	0
chr2	98069917	98069917	P0C332	M	X026EA	1	1	2	0
chr2	98148625	98148625	P0CB1D	M	X02D02	1	1	3	0
chr2	98181281	98181281	P0A44C	M	X016E7	1	1	6	0
chr2	98377951	98377951	P06FA0	M	X02A37	1	1	2	0
chr2	98377951	98377951	P07731	P	Y02578	1	1	2	0
chr2	98378178	98378178	P0C439	M	X00C51	1	1	3	0
chr2	98378178	98378178	P01211	P	Y01A82	1	1	2	0
chr2	98378178	98378178	P04F68	P	Y01ED0	1	1	6	0
chr2	98378178	98378178	P0CB5E	P	Y00EFC	1	1	2	0
chr2	98378178	98378178	P0ED3D	P	Y00003	1	1	2	0
chr2	98383912	98383912	P07537	P	Y03181	1	1	2	0
chr2	98589499	98589499	P0BCB6	M	X00536	1	1	4	0
chr2	98710901	98710901	P0BECC	P	Y01628	1	1	2	0
chr2	99525887	99525887	P0A332	M	X03ADF	1	1	2	0
chr2	99548705	99548705	P0F0E9	M	X01FD4	1	1	2	0
chr2	99876977	99979075	P0F2BC	M	X00E97	15	5	2	0
chr2	99928010	99928010	P0D375	M	X02D1C	1	1	3	0
chr2	100017067	100050706	P00A32	P	Y01ED1	18	18	6	0
chr2	100053835	100053835	P0BBC3	P	Y02B1E	1	1	2	0
chr2	100113756	100113756	P07BF9	P	Y0156C	1	1	2	0
chr2	100575296	100575301	P09FAE	P	Y02D08	2	2	5	0
chr2	100722818	100722818	P0E7DB	M	X00071	1	1	3	0
chr2	100930088	100930088	P0DE6C	P	Y00040	1	1	3	0
chr2	101194401	101194401	P0023F	M	X0182A	1	1	2	0
chr2	101205022	101205022	P0BE62	P	Y02AB2	1	1	4	0
chr2	101310495	101310495	P0AD98	M	X02F4A	1	1	2	0
chr2	101544783	101544783	P0C861	M	X01B39	1	1	2	0
chr2	101678428	101678428	P0EA67	M	X01FF7	1	1	2	0
chr2	101812371	101938889	P0BE87	M	X00D0F	8	6	2	0
chr2	101990064	101990064	P0EF9F	P	Y0175B	1	1	3	0
chr2	102047167	102047167	P0F353	P	Y0238D	1	1	2	0
chr2	102650185	102650185	P097EA	M	X01C68	1	1	3	0
chr2	102691526	102691526	P03D2C	P	Y0261D	1	1	3	0
chr2	102711693	102711693	P0675A	M	X02AC4	1	1	3	0
chr2	102971317	102971317	P071E0	P	Y03030	1	1	2	0
chr2	103173373	103173373	P02E09	M	X004D0	1	1	2	0
chr2	103354076	103354076	P0139F	M	X02EE3	1	1	2	0
chr2	104081420	104081420	P0DA2B	M	X012E3	1	1	2	0
chr2	104352838	104352838	P02190	P	Y00894	1	1	5	0
chr2	104352883	104352883	P0F68C	P	Y01AD5	1	1	2	0
chr2	104412358	104412358	P06B45	P	Y0186B	1	1	3	0
chr2	104621723	104621723	P094A2	M	X0282F	1	1	2	0
chr2	104712388	104712388	P070C7	M	X026DA	1	1	3	0
chr2	105294941	105294941	P0400A	P	Y01478	1	1	2	0
chr2	105443088	105443088	P0C0F6	M	X021EB	1	1	5	0
chr2	105443324	105443446	P0BF4C	M	X00BB9	2	2	3	0
chr2	105443446	105443446	P05958	P	Y02C3F	1	1	3	0
chr2	105443928	105443928	P096FE	P	Y02FE6	1	1	3	0
chr2	105459653	105459653	P047D1	P	Y01EBA	1	1	3	0
chr2	105459804	105459804	P0123E	P	Y026D4	1	1	4	0
chr2	105875745	105875745	P022B2	P	Y0285B	1	1	2	0
chr2	106062918	106062918	P00D24	M	X0340A	1	1	3	0
chr2	106161133	106161133	P0A54D	P	Y01698	1	1	5	0
chr2	106877183	106877183	P0CC24	P	Y0011C	1	1	2	0
chr2	107061050	107061050	P048FF	P	Y00C45	1	1	2	0
chr2	107165135	107165135	P07F74	M	X03C6A	1	1	3	0
chr2	107165135	107165135	P09581	M	X00582	1	1	4	0
chr2	107539841	107539841	P0CD3F	P	Y015D5	1	1	2	0
chr2	107951874	107951874	P0C439	P	Y02118	1	1	3	0
chr2	107961878	107964670	P026B9	M	X02ADD	3	3	2	0
chr2	108105400	108105400	P0666F	M	X011DE	1	1	5	0
chr2	108105639	108105639	P09804	M	X01B33	1	1	2	0
chr2	108703188	108703188	P0700B	P	Y01E3E	1	1	3	0
chr2	108936422	108937624	P014D0	M	X03806	2	2	2	0
chr2	109012853	109012853	P0F399	P	Y00470	1	1	2	0
chr2	109013728	109013872	P0ED2A	M	X03A23	2	2	2	0
chr2	109028393	109028393	P0673B	M	X036E5	1	1	3	0
chr2	109169704	109169704	P02E09	M	X004D1	1	1	2	0
chr2	109302274	109302274	P0193D	P	Y018FD	1	1	3	0
chr2	109422616	109422616	P0AA1E	P	Y02E12	1	1	2	0
chr2	109483177	109483177	P0EB04	M	X01FCE	1	1	3	0
chr2	109511659	109511659	P046ED	M	X0005C	1	1	2	0
chr2	109707534	109707534	P0355F	M	X00003	1	1	7	0
chr2	110714367	110714367	P0074B	P	Y0198F	1	1	2	0
chr2	110714956	110714956	P0AEFC	M	X01128	1	1	2	0
chr2	110828750	110828750	P0BAAF	P	Y0148C	1	1	2	0
